1	1	0,52852
1	2	0,44808
2	1	0,49995
2	2	0,59090
3	1	0,42212
3	2	0,45480
4	1	0,42430
4	2	0,44588
5	1	0,59088
5	2	0,44230
6	1	0,55735
6	2	0,52312
7	1	0,49452
7	2	0,46322
8	1	0,50192
8	2	0,46090
9	1	0,56750
9	2	0,43608
10	1	0,45383
10	2	0,48408
1	1	0,42918
1	2	0,41600
2	1	0,51662
2	2	0,40475
3	2	0,43258
4	1	0,41210
4	2	0,54792
5	1	0,43660
5	2	0,50270
6	1	0,48245
6	2	0,49993
7	1	0,57902
7	2	0,49642
8	1	0,44965
8	2	0,51998
9	2	0,41890
10	1	0,51435
10	2	0,40578
1	1	0,48192
1	2	0,59712
1	3	0,48258
1	4	0,50222
2	2	0,54635
2	3	0,50045
2	4	0,42093
3	1	0,47800
3	2	0,47503
3	3	0,43145
3	4	0,38773
4	1	0,60650
4	2	0,56745
4	3	0,41482
4	4	0,44563
5	1	0,50265
5	2	0,50505
5	3	0,49008
5	4	0,53985
6	2	0,46662
6	4	0,45545
7	1	0,50522
7	2	0,54288
7	3	0,50295
7	4	0,47977
8	1	0,51582
8	2	0,39538
8	3	0,47912
8	4	0,36615
9	1	0,44845
9	2	0,49882
9	3	0,46552
9	4	0,43765
10	1	0,46092
10	2	0,52100
10	3	0,48535
10	4	0,44405
11	1	0,53755
11	2	0,52972
11	3	0,44833
11	4	0,46812
12	1	0,56252
12	2	0,56545
12	3	0,55388
12	4	0,38752
13	1	0,59290
13	2	0,41995
13	3	0,52748
13	4	0,40362
14	1	0,54462
14	2	0,40615
14	3	0,53395
14	4	0,47275
15	1	0,46922
15	2	0,50935
15	3	0,49632
15	4	0,40118
16	1	0,35780
16	2	0,55318
16	3	0,49840
16	4	0,56520
17	1	0,52285
17	2	0,52910
17	3	0,53498
17	4	0,56738
18	1	0,48720
18	2	0,45370
18	3	0,48905
18	4	0,37385
19	1	0,48803
19	4	0,49780
20	1	0,57585
20	2	0,50102
20	4	0,44130
1	1	0,52310
1	2	0,50520
1	3	0,41132
1	4	0,40082
2	1	0,47965
2	2	0,42035
3	1	0,52422
3	2	0,39830
3	3	0,47635
3	4	0,38760
4	2	0,52972
4	3	0,57155
4	4	0,45155
5	1	0,35800
5	2	0,47400
5	3	0,39338
5	4	0,47757
6	1	0,41928
6	2	0,52670
6	3	0,56128
6	4	0,42162
7	1	0,49738
7	2	0,38852
7	4	0,49710
8	1	0,48595
8	3	0,48725
8	4	0,40015
9	1	0,44640
9	2	0,43745
9	3	0,45898
10	1	0,41050
10	2	0,43405
10	4	0,41555
11	1	0,45492
11	2	0,52152
11	4	0,49872
12	1	0,42525
12	2	0,39490
12	3	0,42398
12	4	0,42805
13	1	0,38630
13	4	0,40822
14	2	0,41092
14	3	0,47735
14	4	0,36875
15	2	0,39542
15	4	0,42627
16	2	0,48100
16	4	0,36475
17	2	0,37058
18	1	0,46778
18	2	0,39228
18	4	0,39918
19	1	0,57225
19	2	0,41388
19	3	0,44947
20	2	0,42918
20	3	0,41432
1	1	0,44378
1	2	0,50185
2	1	0,46683
2	2	0,52320
3	2	0,42588
4	1	0,46735
4	2	0,48222
5	1	0,46865
6	1	0,32580
6	2	0,47065
7	1	0,43682
7	2	0,42110
8	1	0,48760
9	1	0,45418
9	2	0,45035
10	1	0,46135
1	1	0,45050
1	2	0,46475
2	1	0,63710
2	2	0,47960
3	1	0,50118
3	2	0,50012
4	1	0,48575
5	1	0,48015
5	2	0,44862
7	1	0,37825
7	2	0,51365
8	1	0,45628
9	1	0,38370
10	1	0,45358
1	1	0,45265
1	2	0,52150
2	1	0,38725
2	2	0,55615
3	1	0,42308
3	2	0,53123
4	1	0,37562
4	2	0,46150
5	1	0,47118
5	2	0,55233
6	1	0,55845
6	2	0,42132
1	1	0,32605
1	2	0,28378
1	3	0,33000
1	4	0,33698
1	6	0,32272
1	1	0,33608
1	2	0,31912
1	3	0,32315
1	4	0,30682
1	5	0,31135
1	7	0,31832
1	8	0,30558
1	9	0,32422
1	10	0,32892
2	1	0,32090
2	2	0,33350
2	3	0,33682
1	1	0,33530
1	2	0,31255
1	3	0,33332
1	4	0,33105
1	5	0,33122
1	6	0,31665
1	7	0,32575
1	8	0,33820
1	9	0,33168
1	10	0,33258
2	1	0,31760
2	2	0,31048
2	4	0,31815
2	5	0,30048
2	6	0,29045
2	10	0,32422
3	1	0,34410
3	2	0,32000
3	3	0,33955
3	4	0,31562
1	1	0,33240
1	2	0,31485
1	3	0,32970
1	4	0,32635
1	5	0,29622
1	6	0,31530
1	7	0,31970
1	8	0,29802
1	9	0,30075
1	10	0,32653
2	1	0,34742
2	2	0,32575
2	3	0,33608
2	4	0,33198
2	5	0,35802
2	6	0,33925
2	7	0,33318
2	9	0,31015
2	10	0,33455
3	1	0,32195
3	2	0,31725
3	3	0,32365
3	4	0,30700
3	6	0,30710
3	7	0,36395
3	8	0,30530
3	9	0,30350
4	1	0,33472
4	2	0,30453
4	4	0,32698
4	5	0,33575
4	6	0,29895
4	7	0,33485
4	9	0,31092
4	10	0,30392
5	1	0,30835
5	2	0,30743
5	4	0,34150
5	5	0,31335
5	6	0,34530
5	7	0,31422
5	8	0,32305
5	9	0,30425
5	10	0,33987
6	1	0,31455
6	2	0,33242
6	3	0,31742
6	4	0,34470
6	5	0,30668
6	6	0,32195
6	7	0,32832
6	8	0,30940
6	10	0,31815
7	2	0,31985
7	4	0,31832
7	5	0,34440
7	6	0,34060
7	7	0,34880
7	8	0,31302
7	9	0,31788
8	1	0,30575
8	2	0,33668
8	3	0,33240
8	5	0,33607
8	6	0,30108
8	7	0,30410
8	8	0,33982
8	9	0,30048
8	10	0,32545
9	1	0,31502
9	3	0,35015
9	4	0,31805
9	5	0,29135
9	6	0,32062
9	8	0,33820
9	9	0,32695
10	1	0,31715
10	2	0,33182
10	3	0,30575
10	5	0,30408
10	6	0,35018
10	7	0,30288
10	8	0,33925
10	9	0,32635
10	10	0,31818
11	1	0,31092
11	2	0,33335
11	4	0,32198
11	5	0,33075
11	6	0,29925
11	7	0,33925
11	9	0,32195
12	1	0,33440
12	3	0,31772
12	5	0,29895
12	6	0,29318
12	7	0,34695
12	9	0,31198
12	10	0,31015
13	1	0,34835
13	2	0,31892
13	3	0,30350
13	4	0,32075
13	5	0,32138
13	7	0,33272
13	9	0,31970
13	10	0,33878
14	1	0,31832
14	3	0,32790
14	4	0,34015
14	6	0,34685
14	8	0,33482
14	9	0,33818
14	10	0,34530
15	1	0,33740
15	2	0,33240
15	3	0,31408
15	4	0,32260
15	5	0,33485
15	6	0,33788
15	7	0,30362
15	8	0,30982
15	10	0,31608
16	1	0,34168
16	2	0,33560
16	3	0,30982
16	5	0,31150
16	6	0,31620
16	7	0,31728
16	8	0,31198
16	9	0,31410
16	10	0,31728
17	1	0,29033
17	3	0,30710
17	4	0,30802
17	5	0,32062
17	6	0,31318
17	7	0,34090
17	8	0,33392
17	9	0,35922
17	10	0,32458
18	1	0,32290
18	2	0,33213
18	4	0,30772
18	5	0,33925
18	6	0,29622
18	7	0,33638
18	9	0,30985
18	10	0,33620
19	2	0,33408
19	4	0,32348
19	5	0,34318
19	7	0,34228
19	8	0,30108
19	10	0,30255
20	1	0,34835
20	2	0,30755
20	3	0,32213
20	4	0,31560
20	5	0,31485
20	6	0,30802
20	8	0,30605
20	9	0,33138
20	10	0,30712
21	1	0,30575
21	2	0,31575
21	3	0,33605
21	4	0,33638
21	5	0,33772
21	8	0,31135
21	9	0,31728
21	10	0,33048
22	2	0,33940
22	3	0,31000
22	5	0,33668
22	6	0,31772
22	7	0,31592
22	8	0,32288
22	10	0,30528
23	2	0,31937
23	4	0,31617
23	5	0,33275
23	6	0,34500
23	7	0,34880
23	8	0,31878
23	9	0,30380
24	1	0,31758
24	3	0,30362
24	4	0,31698
24	5	0,29665
24	6	0,33215
24	7	0,34773
24	9	0,30895
24	10	0,29150
25	1	0,33425
25	2	0,31895
25	3	0,35015
25	4	0,29880
25	5	0,32378
25	6	0,31652
25	7	0,33392
25	9	0,30060
25	10	0,30595
26	3	0,30122
26	4	0,31152
26	6	0,31955
26	7	0,32180
26	8	0,33470
26	9	0,29515
26	10	0,31350
27	1	0,33125
27	2	0,32378
27	3	0,32002
27	4	0,30862
27	5	0,33105
27	7	0,30225
27	9	0,32515
