1	1	0,32698
1	2	0,32698
1	3	0,32698
1	4	0,32378
1	6	0,32848
1	8	0,32680
1	9	0,33000
2	1	0,32698
2	2	0,32698
2	3	0,32530
2	4	0,32698
2	5	0,32848
2	6	0,32862
2	9	0,33000
3	1	0,32698
3	3	0,32698
3	4	0,32530
3	5	0,33000
3	6	0,32848
3	8	0,33015
3	9	0,33015
3	10	0,33015
4	1	0,32698
4	2	0,32698
4	4	0,32698
4	5	0,33000
4	6	0,32848
4	8	0,33000
4	10	0,33320
5	1	0,32698
5	2	0,32530
5	3	0,32545
5	4	0,32530
5	5	0,32848
5	6	0,32848
5	7	0,32848
5	8	0,32848
5	9	0,33168
6	1	0,32698
6	3	0,32698
6	4	0,32530
6	5	0,32698
6	6	0,32695
6	7	0,33015
6	9	0,32848
6	10	0,33015
7	2	0,32698
7	4	0,32545
7	5	0,32545
7	7	0,32848
7	9	0,33168
7	10	0,33000
8	1	0,32698
8	2	0,32698
8	3	0,32848
8	5	0,32698
8	6	0,32698
8	8	0,32985
8	10	0,32695
9	1	0,32698
9	2	0,32698
9	3	0,32530
9	5	0,32530
9	6	0,32848
9	7	0,32242
9	8	0,33168
9	9	0,33168
9	10	0,33000
10	2	0,32698
10	3	0,32698
10	4	0,32698
10	5	0,32848
10	6	0,33000
10	8	0,33000
1	1	0,32698
1	2	0,32698
1	3	0,32698
1	4	0,32545
1	6	0,33152
1	7	0,32862
1	8	0,32682
1	9	0,32848
1	10	0,33168
1	11	0,33332
1	12	0,33168
1	13	0,33168
1	14	0,33168
1	15	0,32680
1	17	0,33168
1	20	0,33168
2	2	0,32698
2	3	0,32698
2	4	0,32545
2	5	0,32848
2	6	0,33168
2	8	0,31940
2	10	0,33168
2	11	0,33015
2	13	0,33000
2	15	0,33015
2	16	0,33168
2	17	0,33152
2	18	0,33320
2	20	0,33000
3	1	0,32698
3	3	0,32698
3	5	0,33000
3	6	0,33000
3	8	0,31940
3	9	0,33000
3	10	0,33168
3	12	0,33000
3	13	0,33000
3	14	0,33000
3	17	0,33000
3	18	0,33168
3	19	0,33015
4	1	0,32698
4	2	0,32698
4	4	0,32378
4	5	0,32715
4	6	0,32545
4	9	0,33018
4	11	0,33168
4	12	0,33320
4	13	0,33168
4	14	0,33015
4	16	0,32848
4	17	0,33168
4	18	0,33168
4	19	0,33000
4	20	0,32698
5	1	0,32698
5	2	0,32530
5	3	0,32698
5	6	0,33152
5	7	0,32680
5	8	0,32848
5	9	0,32832
5	10	0,32848
5	12	0,33168
5	13	0,33180
5	14	0,33152
5	16	0,32680
5	17	0,33168
5	19	0,33168
5	20	0,32848
6	1	0,32698
6	2	0,32698
6	3	0,32848
6	4	0,32530
6	6	0,33152
6	7	0,33000
6	8	0,32865
6	9	0,33332
6	10	0,33015
6	11	0,33000
6	12	0,33015
6	13	0,33320
6	14	0,33018
6	16	0,33015
6	17	0,33000
6	18	0,33168
6	19	0,33168
6	20	0,32545
7	1	0,32698
7	2	0,32698
7	4	0,32378
7	6	0,33000
7	7	0,33000
7	8	0,32698
7	10	0,33000
7	11	0,32848
7	12	0,32848
7	13	0,32848
7	15	0,33000
7	16	0,32832
7	18	0,33015
7	19	0,33015
7	20	0,33015
8	1	0,32698
8	2	0,32698
8	3	0,32530
8	4	0,32698
8	5	0,32848
8	6	0,32848
8	7	0,32712
8	8	0,33168
8	10	0,33000
8	11	0,33015
8	12	0,33000
8	13	0,33000
8	14	0,33015
8	16	0,33000
8	17	0,33168
8	18	0,33168
9	1	0,32698
9	2	0,32698
9	3	0,32698
9	5	0,32848
9	6	0,33320
9	7	0,32712
9	9	0,33015
9	11	0,33168
9	12	0,33015
9	14	0,33152
9	15	0,33152
9	16	0,33320
9	17	0,33000
9	18	0,33015
9	19	0,33320
10	1	0,32698
10	2	0,32530
10	4	0,32545
10	6	0,32695
10	8	0,33000
10	10	0,32848
10	11	0,33000
10	13	0,33015
10	14	0,33015
10	16	0,33015
10	17	0,33000
10	18	0,33015
10	19	0,33000
10	20	0,33168
1	1	0,32698
1	2	0,32698
1	4	0,32530
1	5	0,32848
1	6	0,32227
1	7	0,33017
1	8	0,33000
1	9	0,33168
1	10	0,32680
1	11	0,33000
1	12	0,32545
