
0.488159	0.488475	0.488155	0.488549	0.48747	0.48868	
0.488056	0.488788	0.488518	0.488769	0.488289	0.488239	
0.487018	0.488394	0.48747	0.487501	0.488407	0.488769	
0.487106	0.488219	0.488386	0.488564	0.486979	0.487178	
0.488157	0.488687	0.487485	0.487381	0.488287	0.487381	
0.488171	0.488845	0.489433	0.488769	0.487265	0.487501	

0.488399	0.488316	0.487655	0.487463	0.488183	0.488289	
0.487499	0.48826	0.48858	0.488413	0.488567	0.488394	
0.487	0.487942	0.487751	0.487711	0.487761	0.48876	
0.48706	0.488147	0.488335	0.487793	0.487321	0.487014	
0.488386	0.488485	0.487509	0.487163	0.488288	0.487935	
0.488294	0.487624	0.488856	0.488552	0.487859	0.487738	

0.487911	0.48796	0.487969	0.487756	0.487919	0.488221	
0.487779	0.488462	0.488456	0.488414	0.488352	0.488504	
0.487265	0.488055	0.487763	0.488005	0.487941	0.488668	
0.487335	0.48792	0.488399	0.488107	0.48768	0.487031	
0.488248	0.488079	0.487761	0.487245	0.488353	0.48803	
0.487813	0.487848	0.488948	0.488652	0.488115	0.487615	

0.48799	0.488121	0.487678	0.487843	0.487708	0.488208	
0.487555	0.488498	0.4885	0.488123	0.487869	0.488279	
0.487468	0.488189	0.487598	0.487864	0.487756	0.488661	
0.487272	0.487753	0.488334	0.487972	0.487712	0.487251	
0.488211	0.487965	0.487554	0.487244	0.488374	0.487763	
0.487841	0.487988	0.488865	0.488579	0.48776	0.487757	

0.488111	0.488267	0.48778	0.487925	0.48759	0.488226	
0.487476	0.488055	0.48857	0.487973	0.487903	0.487924	
0.487439	0.488203	0.487727	0.48799	0.487611	0.488626	
0.487456	0.487644	0.488244	0.487678	0.487604	0.487405	
0.487893	0.488033	0.487466	0.487224	0.488242	0.487788	
0.487947	0.488012	0.488569	0.488279	0.487802	0.487914	

0.488151	0.488256	0.487932	0.487964	0.487591	0.487964	
0.487546	0.488119	0.488379	0.487922	0.487992	0.487988	
0.487585	0.488024	0.487861	0.487992	0.487569	0.48826	
0.487597	0.487734	0.48826	0.487781	0.487533	0.487337	
0.48778	0.488109	0.487512	0.487236	0.488279	0.487649	
0.488053	0.488097	0.488195	0.488323	0.487748	0.48797	

0.487912	0.488297	0.487962	0.487961	0.487649	0.487795	
0.487471	0.487911	0.48849	0.487849	0.488018	0.488042	
0.487655	0.487935	0.487743	0.488056	0.487625	0.488254	
0.487693	0.487778	0.488248	0.487866	0.487545	0.487439	
0.487688	0.488119	0.487484	0.487238	0.488335	0.487889	
0.488064	0.488186	0.488293	0.488265	0.487678	0.488031	

0.487952	0.488354	0.48785	0.487983	0.48784	0.487687	
0.487554	0.487815	0.48831	0.487729	0.488033	0.488086	
0.487661	0.487956	0.487662	0.488137	0.487568	0.488104	
0.487854	0.487716	0.488246	0.487883	0.487635	0.487542	
0.487782	0.488148	0.487538	0.48723	0.488272	0.487819	
0.488142	0.488129	0.488268	0.48832	0.487756	0.487966	

0.487852	0.488101	0.487901	0.487873	0.487736	0.487643	
0.48767	0.487839	0.488343	0.487834	0.488064	0.487983	
0.487632	0.487948	0.487698	0.487983	0.487651	0.488169	
0.487875	0.487787	0.488146	0.487907	0.487676	0.487638	
0.487755	0.488111	0.487657	0.487282	0.488115	0.487895	
0.488182	0.488081	0.488296	0.48819	0.4877	0.487902	

0.487854	0.488131	0.487913	0.487812	0.487674	0.487751	
0.487688	0.487908	0.488351	0.48777	0.487956	0.48789	
0.487715	0.488014	0.487814	0.48802	0.487712	0.488074	
0.487767	0.487698	0.488187	0.487919	0.487636	0.487682	
0.487652	0.488019	0.487759	0.487375	0.487991	0.487965	
0.488234	0.488109	0.488315	0.488178	0.487789	0.487986	

0.487851	0.488109	0.487848	0.487858	0.487736	0.487834	
